Match_ID,Match_City,Match_City_ID,Match_Date,Season,Season_ID,MatchNumber,Team1,Team1_ID,Team2,Team2_ID,Stadium_Name,Stadium_ID,TossWinner,Toss_Winner_ID,TossDecision,SuperOver,WinningTeam,Winner_Team_ID,WonBy,Margin,DL_used,MOM,MOM_ID,Umpire1,Ump1_ID,Umpire2,Ump2_ID
829771,Bengaluru,10003,5/2/2015,2015,30008,33,Royal Challengers Bangalore,50010,Kolkata Knight Riders,50004,M Chinnaswamy Stadium,20015,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,7,No,Mandeep Singh,90340,JD Cloete,60036,PG Pathak,60009
829773,Hyderabad,10015,5/2/2015,2015,30008,34,Sunrisers Hyderabad,50006,Chennai Super Kings,50003,Rajiv Gandhi International Stadium,20024,Chennai Super Kings,50003,field,N,Sunrisers Hyderabad,50006,Runs,22,No,DA Warner,90142,AK Chaudhary,60004,K Srinivasan,60018
829769,Mumbai,10023,5/1/2015,2015,30008,32,Mumbai Indians,50005,Rajasthan Royals,50001,Wankhede Stadium,20034,Rajasthan Royals,50001,field,N,Mumbai Indians,50005,Runs,8,No,AT Rayudu,90078,HDPK Dharmasena,60032,CK Nandan,60031
829767,Delhi,10010,5/1/2015,2015,30008,31,Delhi Capitals,50008,Punjab Kings,50009,Feroz Shah Kotla,20009,Delhi Capitals,50008,field,N,Delhi Capitals,50008,Wickets,9,No,NM Coulter-Nile,90397,RK Illingworth,60021,S Ravi,60019
829723,Kolkata,10022,4/30/2015,2015,30008,30,Kolkata Knight Riders,50004,Chennai Super Kings,50003,Eden Gardens,20008,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,7,No,AD Russell,90042,AK Chaudhary,60004,M Erasmus,60015
829763,Bengaluru,10003,4/29/2015,2015,30008,29,Royal Challengers Bangalore,50010,Rajasthan Royals,50001,M Chinnaswamy Stadium,20015,Rajasthan Royals,50001,field,NA,NA,NULL,NoResults,0,No,NA,NULL,JD Cloete,60036,PG Pathak,60009
829765,Chennai,10008,4/28/2015,2015,30008,28,Chennai Super Kings,50003,Kolkata Knight Riders,50004,MA Chidambaram Stadium,20016,Kolkata Knight Riders,50004,field,N,Chennai Super Kings,50003,Runs,2,No,DJ Bravo,90149,RM Deshpande,60035,VA Kulkarni,60027
829759,Chandigarh,10007,4/27/2015,2015,30008,27,Punjab Kings,50009,Sunrisers Hyderabad,50006,Punjab Cricket Association IS Bindra Stadium,20023,Punjab Kings,50009,field,N,Sunrisers Hyderabad,50006,Runs,20,No,TA Boult,90594,HDPK Dharmasena,60032,CB Gaffaney,60001
829757,Delhi,10010,4/26/2015,2015,30008,26,Delhi Capitals,50008,Royal Challengers Bangalore,50010,Feroz Shah Kotla,20009,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,10,No,VR Aaron,90625,M Erasmus,60015,S Ravi,60019
829753,Chennai,10008,4/25/2015,2015,30008,24,Chennai Super Kings,50003,Punjab Kings,50009,MA Chidambaram Stadium,20016,Chennai Super Kings,50003,bat,N,Chennai Super Kings,50003,Runs,97,No,BB McCullum,90097,JD Cloete,60036,C Shamshuddin,60022
829751,Mumbai,10023,4/25/2015,2015,30008,23,Mumbai Indians,50005,Sunrisers Hyderabad,50006,Wankhede Stadium,20034,Mumbai Indians,50005,bat,N,Mumbai Indians,50005,Runs,20,No,SL Malinga,90552,HDPK Dharmasena,60032,CB Gaffaney,60001
829749,Ahmedabad,10002,4/24/2015,2015,30008,22,Rajasthan Royals,50001,Royal Challengers Bangalore,50010,Narendra Modi Stadium,20018,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,9,No,MA Starc,90338,M Erasmus,60015,S Ravi,60019
829747,Delhi,10010,4/23/2015,2015,30008,21,Delhi Capitals,50008,Mumbai Indians,50005,Feroz Shah Kotla,20009,Mumbai Indians,50005,field,N,Delhi Capitals,50008,Runs,37,No,SS Iyer,90572,SD Fry,60037,CK Nandan,60031
829743,Visakhapatnam,10031,4/22/2015,2015,30008,19,Sunrisers Hyderabad,50006,Kolkata Knight Riders,50004,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,20006,Kolkata Knight Riders,50004,field,N,Sunrisers Hyderabad,50006,Runs,16,Yes,DA Warner,90142,RK Illingworth,60021,VA Kulkarni,60027
829745,Bengaluru,10003,4/22/2015,2015,30008,20,Royal Challengers Bangalore,50010,Chennai Super Kings,50003,M Chinnaswamy Stadium,20015,Royal Challengers Bangalore,50010,field,N,Chennai Super Kings,50003,Runs,27,No,SK Raina,90549,JD Cloete,60036,C Shamshuddin,60022
829741,Ahmedabad,10002,4/21/2015,2015,30008,18,Rajasthan Royals,50001,Punjab Kings,50009,Narendra Modi Stadium,20018,Punjab Kings,50009,field,Y,Punjab Kings,50009,SuperOver,0,No,SE Marsh,90535,M Erasmus,60015,S Ravi,60019
829739,Delhi,10010,4/20/2015,2015,30008,17,Delhi Capitals,50008,Kolkata Knight Riders,50004,Feroz Shah Kotla,20009,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,6,No,UT Yadav,90616,SD Fry,60037,CB Gaffaney,60001
829735,Ahmedabad,10002,4/19/2015,2015,30008,15,Rajasthan Royals,50001,Chennai Super Kings,50003,Narendra Modi Stadium,20018,Chennai Super Kings,50003,bat,N,Rajasthan Royals,50001,Wickets,8,No,AM Rahane,90054,AK Chaudhary,60004,M Erasmus,60015
829737,Bengaluru,10003,4/19/2015,2015,30008,16,Royal Challengers Bangalore,50010,Mumbai Indians,50005,M Chinnaswamy Stadium,20015,Royal Challengers Bangalore,50010,field,N,Mumbai Indians,50005,Runs,18,No,Harbhajan Singh,90203,RK Illingworth,60021,VA Kulkarni,60027
829731,Visakhapatnam,10031,4/18/2015,2015,30008,13,Sunrisers Hyderabad,50006,Delhi Capitals,50008,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,20006,Delhi Capitals,50008,bat,N,Delhi Capitals,50008,Runs,4,No,JP Duminy,90256,PG Pathak,60009,S Ravi,60019
829733,Pune,10026,4/18/2015,2015,30008,14,Punjab Kings,50009,Kolkata Knight Riders,50004,Maharashtra Cricket Association Stadium,20017,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,4,No,AD Russell,90042,SD Fry,60037,CK Nandan,60031
829729,Mumbai,10023,4/17/2015,2015,30008,12,Mumbai Indians,50005,Chennai Super Kings,50003,Wankhede Stadium,20034,Mumbai Indians,50005,bat,N,Chennai Super Kings,50003,Wickets,6,No,A Nehra,90013,AK Chaudhary,60004,M Erasmus,60015
829727,Visakhapatnam,10031,4/16/2015,2015,30008,11,Sunrisers Hyderabad,50006,Rajasthan Royals,50001,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,20006,Rajasthan Royals,50001,field,N,Rajasthan Royals,50001,Wickets,6,No,AM Rahane,90054,PG Pathak,60009,S Ravi,60019
829725,Pune,10026,4/15/2015,2015,30008,10,Punjab Kings,50009,Delhi Capitals,50008,Maharashtra Cricket Association Stadium,20017,Punjab Kings,50009,bat,N,Delhi Capitals,50008,Wickets,5,No,MA Agarwal,90336,CB Gaffaney,60001,K Srinath,60038
829721,Ahmedabad,10002,4/14/2015,2015,30008,9,Rajasthan Royals,50001,Mumbai Indians,50005,Narendra Modi Stadium,20018,Mumbai Indians,50005,bat,N,Rajasthan Royals,50001,Wickets,7,No,SPD Smith,90567,AK Chaudhary,60004,SD Fry,60037
829719,Bengaluru,10003,4/13/2015,2015,30008,8,Royal Challengers Bangalore,50010,Sunrisers Hyderabad,50006,M Chinnaswamy Stadium,20015,Sunrisers Hyderabad,50006,field,N,Sunrisers Hyderabad,50006,Wickets,8,No,DA Warner,90142,RM Deshpande,60035,RK Illingworth,60021
829717,Mumbai,10023,4/12/2015,2015,30008,7,Mumbai Indians,50005,Punjab Kings,50009,Wankhede Stadium,20034,Mumbai Indians,50005,field,N,Punjab Kings,50009,Runs,18,No,GJ Bailey,90196,AK Chaudhary,60004,K Srinivasan,60018
829715,Delhi,10010,4/12/2015,2015,30008,6,Delhi Capitals,50008,Rajasthan Royals,50001,Feroz Shah Kotla,20009,Rajasthan Royals,50001,field,N,Rajasthan Royals,50001,Wickets,3,No,DJ Hooda,90151,SD Fry,60037,CB Gaffaney,60001
829713,Kolkata,10022,4/11/2015,2015,30008,5,Kolkata Knight Riders,50004,Royal Challengers Bangalore,50010,Eden Gardens,20008,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,3,No,CH Gayle,90118,S Ravi,60019,C Shamshuddin,60022
829711,Chennai,10008,4/11/2015,2015,30008,4,Chennai Super Kings,50003,Sunrisers Hyderabad,50006,MA Chidambaram Stadium,20016,Chennai Super Kings,50003,bat,N,Chennai Super Kings,50003,Runs,45,No,BB McCullum,90097,RK Illingworth,60021,VA Kulkarni,60027
829709,Pune,10026,4/10/2015,2015,30008,3,Punjab Kings,50009,Rajasthan Royals,50001,Maharashtra Cricket Association Stadium,20017,Punjab Kings,50009,field,N,Rajasthan Royals,50001,Runs,26,No,JP Faulkner,90257,SD Fry,60037,CB Gaffaney,60001
829707,Chennai,10008,4/9/2015,2015,30008,2,Chennai Super Kings,50003,Delhi Capitals,50008,MA Chidambaram Stadium,20016,Delhi Capitals,50008,field,N,Chennai Super Kings,50003,Runs,1,No,A Nehra,90013,RK Illingworth,60021,VA Kulkarni,60027
829705,Kolkata,10022,4/8/2015,2015,30008,1,Kolkata Knight Riders,50004,Mumbai Indians,50005,Eden Gardens,20008,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,7,No,M Morkel,90326,S Ravi,60019,C Shamshuddin,60022
734049,Bengaluru,10003,6/1/2014,2014,30007,Final,Kolkata Knight Riders,50004,Punjab Kings,50009,M Chinnaswamy Stadium,20015,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,3,No,MK Pandey,90359,HDPK Dharmasena,60032,BNJ Oxenford,60003
734047,Mumbai,10023,5/30/2014,2014,30007,Qualifier 2,Chennai Super Kings,50003,Punjab Kings,50009,Wankhede Stadium,20034,Chennai Super Kings,50003,field,N,Punjab Kings,50009,Runs,24,No,V Sehwag,90619,HDPK Dharmasena,60032,RJ Tucker,60016
734045,Mumbai,10023,5/28/2014,2014,30007,Eliminator,Chennai Super Kings,50003,Mumbai Indians,50005,Brabourne Stadium,20002,Chennai Super Kings,50003,field,N,Chennai Super Kings,50003,Wickets,7,No,SK Raina,90549,VA Kulkarni,60027,BNJ Oxenford,60003
734043,Kolkata,10022,5/27/2014,2014,30007,Qualifier 1,Punjab Kings,50009,Kolkata Knight Riders,50004,Eden Gardens,20008,Punjab Kings,50009,field,N,Kolkata Knight Riders,50004,Runs,28,No,UT Yadav,90616,NJ Llong,60029,S Ravi,60019
734041,Mumbai,10023,5/25/2014,2014,30007,56,Mumbai Indians,50005,Rajasthan Royals,50001,Wankhede Stadium,20034,Mumbai Indians,50005,field,N,Mumbai Indians,50005,Wickets,5,No,CJ Anderson,90120,K Srinath,60038,RJ Tucker,60016
734039,Chandigarh,10007,5/25/2014,2014,30007,55,Punjab Kings,50009,Delhi Capitals,50008,Punjab Cricket Association IS Bindra Stadium,20023,Punjab Kings,50009,field,N,Punjab Kings,50009,Wickets,7,No,M Vohra,90335,HDPK Dharmasena,60032,VA Kulkarni,60027
734035,Bengaluru,10003,5/24/2014,2014,30007,53,Royal Challengers Bangalore,50010,Chennai Super Kings,50003,M Chinnaswamy Stadium,20015,Chennai Super Kings,50003,field,N,Chennai Super Kings,50003,Wickets,8,No,MS Dhoni,90378,AK Chaudhary,60004,NJ Llong,60029
734037,Kolkata,10022,5/24/2014,2014,30007,54,Kolkata Knight Riders,50004,Sunrisers Hyderabad,50006,Eden Gardens,20008,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,4,No,YK Pathan,90647,RM Deshpande,60035,BNJ Oxenford,60003
734031,Mumbai,10023,5/23/2014,2014,30007,51,Mumbai Indians,50005,Delhi Capitals,50008,Wankhede Stadium,20034,Delhi Capitals,50008,field,N,Mumbai Indians,50005,Runs,15,No,MEK Hussey,90347,S Ravi,60019,RJ Tucker,60016
734033,Chandigarh,10007,5/23/2014,2014,30007,52,Punjab Kings,50009,Rajasthan Royals,50001,Punjab Cricket Association IS Bindra Stadium,20023,Rajasthan Royals,50001,field,N,Punjab Kings,50009,Runs,16,No,SE Marsh,90535,HDPK Dharmasena,60032,PG Pathak,60009
734027,Kolkata,10022,5/22/2014,2014,30007,49,Kolkata Knight Riders,50004,Royal Challengers Bangalore,50010,Eden Gardens,20008,Royal Challengers Bangalore,50010,field,N,Kolkata Knight Riders,50004,Runs,30,No,RV Uthappa,90494,AK Chaudhary,60004,CK Nandan,60031
734029,Ranchi,10029,5/22/2014,2014,30007,50,Chennai Super Kings,50003,Sunrisers Hyderabad,50006,JSCA International Stadium Complex,20013,Sunrisers Hyderabad,50006,field,N,Sunrisers Hyderabad,50006,Wickets,6,No,DA Warner,90142,BNJ Oxenford,60003,C Shamshuddin,60022
734025,Chandigarh,10007,5/21/2014,2014,30007,48,Punjab Kings,50009,Mumbai Indians,50005,Punjab Cricket Association IS Bindra Stadium,20023,Mumbai Indians,50005,field,N,Mumbai Indians,50005,Wickets,7,No,LMP Simmons,90313,HDPK Dharmasena,60032,VA Kulkarni,60027
734023,Kolkata,10022,5/20/2014,2014,30007,47,Kolkata Knight Riders,50004,Chennai Super Kings,50003,Eden Gardens,20008,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,8,No,RV Uthappa,90494,RM Deshpande,60035,C Shamshuddin,60022
734021,Hyderabad,10015,5/20/2014,2014,30007,46,Sunrisers Hyderabad,50006,Royal Challengers Bangalore,50010,Rajiv Gandhi International Stadium,20024,Royal Challengers Bangalore,50010,bat,N,Sunrisers Hyderabad,50006,Wickets,7,No,DA Warner,90142,AK Chaudhary,60004,NJ Llong,60029
734019,Delhi,10010,5/19/2014,2014,30007,45,Delhi Capitals,50008,Punjab Kings,50009,Feroz Shah Kotla,20009,Punjab Kings,50009,field,N,Punjab Kings,50009,Wickets,4,No,AR Patel,90070,HDPK Dharmasena,60032,PG Pathak,60009
734017,Ahmedabad,10002,5/19/2014,2014,30007,44,Rajasthan Royals,50001,Mumbai Indians,50005,Narendra Modi Stadium,20018,Mumbai Indians,50005,bat,N,Mumbai Indians,50005,Runs,25,No,MEK Hussey,90347,S Ravi,60019,RJ Tucker,60016
734013,Ranchi,10029,5/18/2014,2014,30007,42,Chennai Super Kings,50003,Royal Challengers Bangalore,50010,JSCA International Stadium Complex,20013,Chennai Super Kings,50003,bat,N,Royal Challengers Bangalore,50010,Wickets,5,No,AB de Villiers,90028,BNJ Oxenford,60003,C Shamshuddin,60022
734015,Hyderabad,10015,5/18/2014,2014,30007,43,Sunrisers Hyderabad,50006,Kolkata Knight Riders,50004,Rajiv Gandhi International Stadium,20024,Sunrisers Hyderabad,50006,bat,N,Kolkata Knight Riders,50004,Wickets,7,No,UT Yadav,90616,NJ Llong,60029,CK Nandan,60031
734011,Ahmedabad,10002,5/15/2014,2014,30007,41,Rajasthan Royals,50001,Delhi Capitals,50008,Narendra Modi Stadium,20018,Delhi Capitals,50008,field,N,Rajasthan Royals,50001,Runs,62,No,AM Rahane,90054,S Ravi,60019,RJ Tucker,60016
734009,Cuttack,10009,5/14/2014,2014,30007,40,Kolkata Knight Riders,50004,Mumbai Indians,50005,Barabati Stadium,20001,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,6,No,RV Uthappa,90494,AK Chaudhary,60004,NJ Llong,60029
734007,Hyderabad,10015,5/14/2014,2014,30007,39,Sunrisers Hyderabad,50006,Punjab Kings,50009,Rajiv Gandhi International Stadium,20024,Punjab Kings,50009,field,N,Punjab Kings,50009,Wickets,6,No,WP Saha,90636,VA Kulkarni,60027,PG Pathak,60009
734005,Bengaluru,10003,5/13/2014,2014,30007,38,Royal Challengers Bangalore,50010,Delhi Capitals,50008,M Chinnaswamy Stadium,20015,Delhi Capitals,50008,field,N,Royal Challengers Bangalore,50010,Runs,16,No,Yuvraj Singh,90650,K Srinath,60038,RJ Tucker,60016
734003,Ranchi,10029,5/13/2014,2014,30007,37,Chennai Super Kings,50003,Rajasthan Royals,50001,JSCA International Stadium Complex,20013,Rajasthan Royals,50001,bat,N,Chennai Super Kings,50003,Wickets,5,No,RA Jadeja,90459,BNJ Oxenford,60003,C Shamshuddin,60022
734001,Hyderabad,10015,5/12/2014,2014,30007,36,Sunrisers Hyderabad,50006,Mumbai Indians,50005,Rajiv Gandhi International Stadium,20024,Sunrisers Hyderabad,50006,bat,N,Mumbai Indians,50005,Wickets,7,No,AT Rayudu,90078,HDPK Dharmasena,60032,VA Kulkarni,60027
733997,Cuttack,10009,5/11/2014,2014,30007,34,Punjab Kings,50009,Kolkata Knight Riders,50004,Barabati Stadium,20001,Kolkata Knight Riders,50004,field,N,Kolkata Knight Riders,50004,Wickets,9,No,G Gambhir,90187,NJ Llong,60029,CK Nandan,60031
733999,Bengaluru,10003,5/11/2014,2014,30007,35,Royal Challengers Bangalore,50010,Rajasthan Royals,50001,M Chinnaswamy Stadium,20015,Royal Challengers Bangalore,50010,bat,N,Rajasthan Royals,50001,Wickets,5,No,JP Faulkner,90257,S Ravi,60019,RJ Tucker,60016
733995,Mumbai,10023,5/10/2014,2014,30007,33,Mumbai Indians,50005,Chennai Super Kings,50003,Wankhede Stadium,20034,Chennai Super Kings,50003,field,N,Chennai Super Kings,50003,Wickets,4,No,DR Smith,90172,HDPK Dharmasena,60032,VA Kulkarni,60027
733993,Delhi,10010,5/10/2014,2014,30007,32,Delhi Capitals,50008,Sunrisers Hyderabad,50006,Feroz Shah Kotla,20009,Sunrisers Hyderabad,50006,field,N,Sunrisers Hyderabad,50006,Wickets,8,Yes,DW Steyn,90177,RM Deshpande,60035,BNJ Oxenford,60003
733991,Bengaluru,10003,5/9/2014,2014,30007,31,Royal Challengers Bangalore,50010,Punjab Kings,50009,M Chinnaswamy Stadium,20015,Royal Challengers Bangalore,50010,field,N,Punjab Kings,50009,Runs,32,No,Sandeep Sharma,90524,S Ravi,60019,K Srinath,60038
733989,Ahmedabad,10002,5/8/2014,2014,30007,30,Rajasthan Royals,50001,Sunrisers Hyderabad,50006,Narendra Modi Stadium,20018,Rajasthan Royals,50001,field,N,Sunrisers Hyderabad,50006,Runs,32,No,B Kumar,90087,AK Chaudhary,60004,NJ Llong,60029
733985,Delhi,10010,5/7/2014,2014,30007,28,Delhi Capitals,50008,Kolkata Knight Riders,50004,Feroz Shah Kotla,20009,Delhi Capitals,50008,bat,N,Kolkata Knight Riders,50004,Wickets,8,No,G Gambhir,90187,BNJ Oxenford,60003,C Shamshuddin,60022
733987,Cuttack,10009,5/7/2014,2014,30007,29,Punjab Kings,50009,Chennai Super Kings,50003,Barabati Stadium,20001,Chennai Super Kings,50003,field,N,Punjab Kings,50009,Runs,44,No,GJ Maxwell,90197,HDPK Dharmasena,60032,PG Pathak,60009
733983,Mumbai,10023,5/6/2014,2014,30007,27,Mumbai Indians,50005,Royal Challengers Bangalore,50010,Wankhede Stadium,20034,Royal Challengers Bangalore,50010,field,N,Mumbai Indians,50005,Runs,19,No,RG Sharma,90471,S Ravi,60019,K Srinath,60038
733981,Delhi,10010,5/5/2014,2014,30007,26,Delhi Capitals,50008,Chennai Super Kings,50003,Feroz Shah Kotla,20009,Chennai Super Kings,50003,field,N,Chennai Super Kings,50003,Wickets,8,No,DR Smith,90172,RM Deshpande,60035,BNJ Oxenford,60003
733979,Ahmedabad,10002,5/5/2014,2014,30007,25,Rajasthan Royals,50001,Kolkata Knight Riders,50004,Narendra Modi Stadium,20018,Kolkata Knight Riders,50004,field,N,Rajasthan Royals,50001,Runs,10,No,PV Tambe,90436,NJ Llong,60029,CK Nandan,60031
733977,Bengaluru,10003,5/4/2014,2014,30007,24,Royal Challengers Bangalore,50010,Sunrisers Hyderabad,50006,M Chinnaswamy Stadium,20015,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,4,No,AB de Villiers,90028,HDPK Dharmasena,60032,VA Kulkarni,60027
733975,Delhi,10010,5/3/2014,2014,30007,23,Delhi Capitals,50008,Rajasthan Royals,50001,Feroz Shah Kotla,20009,Rajasthan Royals,50001,field,N,Rajasthan Royals,50001,Wickets,7,No,KK Nair,90286,SS Hazare,60039,S Ravi,60019
733973,Mumbai,10023,5/3/2014,2014,30007,22,Mumbai Indians,50005,Punjab Kings,50009,Wankhede Stadium,20034,Punjab Kings,50009,bat,N,Mumbai Indians,50005,Wickets,5,No,CJ Anderson,90120,BNJ Oxenford,60003,C Shamshuddin,60022
733971,Ranchi,10029,5/2/2014,2014,30007,21,Chennai Super Kings,50003,Kolkata Knight Riders,50004,JSCA International Stadium Complex,20013,Chennai Super Kings,50003,bat,N,Chennai Super Kings,50003,Runs,34,No,RA Jadeja,90459,AK Chaudhary,60004,NJ Llong,60029
729317,Dubai,10012,4/30/2014,2014,30007,20,Mumbai Indians,50005,Sunrisers Hyderabad,50006,Dubai International Cricket Stadium,20007,Mumbai Indians,50005,field,N,Sunrisers Hyderabad,50006,Runs,15,No,B Kumar,90087,HDPK Dharmasena,60032,M Erasmus,60015
729315,Abu Dhabi,10001,4/29/2014,2014,30007,19,Kolkata Knight Riders,50004,Rajasthan Royals,50001,Sheikh Zayed Stadium,20029,Rajasthan Royals,50001,bat,Y,Rajasthan Royals,50001,SuperOver,0,No,JP Faulkner,90257,Aleem Dar,60040,AK Chaudhary,60004
729313,Dubai,10012,4/28/2014,2014,30007,18,Punjab Kings,50009,Royal Challengers Bangalore,50010,Dubai International Cricket Stadium,20007,Punjab Kings,50009,field,N,Punjab Kings,50009,Wickets,5,No,Sandeep Sharma,90524,BF Bowden,60041,S Ravi,60019
729311,Sharjah,10030,4/27/2014,2014,30007,17,Sunrisers Hyderabad,50006,Chennai Super Kings,50003,Sharjah Cricket Stadium,20028,Sunrisers Hyderabad,50006,bat,N,Chennai Super Kings,50003,Wickets,5,No,DR Smith,90172,AK Chaudhary,60004,VA Kulkarni,60027
729309,Sharjah,10030,4/27/2014,2014,30007,16,Delhi Capitals,50008,Mumbai Indians,50005,Sharjah Cricket Stadium,20028,Mumbai Indians,50005,bat,N,Delhi Capitals,50008,Wickets,6,No,M Vijay,90334,Aleem Dar,60040,VA Kulkarni,60027
729307,Abu Dhabi,10001,4/26/2014,2014,30007,15,Kolkata Knight Riders,50004,Punjab Kings,50009,Sheikh Zayed Stadium,20029,Kolkata Knight Riders,50004,field,N,Punjab Kings,50009,Runs,23,No,Sandeep Sharma,90524,HDPK Dharmasena,60032,RK Illingworth,60021
729305,Abu Dhabi,10001,4/26/2014,2014,30007,14,Rajasthan Royals,50001,Royal Challengers Bangalore,50010,Sheikh Zayed Stadium,20029,Rajasthan Royals,50001,field,N,Rajasthan Royals,50001,Wickets,6,No,PV Tambe,90436,HDPK Dharmasena,60032,C Shamshuddin,60022
729301,Dubai,10012,4/25/2014,2014,30007,12,Sunrisers Hyderabad,50006,Delhi Capitals,50008,Dubai International Cricket Stadium,20007,Sunrisers Hyderabad,50006,bat,N,Sunrisers Hyderabad,50006,Runs,4,No,AJ Finch,90046,M Erasmus,60015,S Ravi,60019
729303,Dubai,10012,4/25/2014,2014,30007,13,Chennai Super Kings,50003,Mumbai Indians,50005,Dubai International Cricket Stadium,20007,Mumbai Indians,50005,bat,N,Chennai Super Kings,50003,Wickets,7,No,MM Sharma,90364,BF Bowden,60041,M Erasmus,60015
729299,Sharjah,10030,4/24/2014,2014,30007,11,Royal Challengers Bangalore,50010,Kolkata Knight Riders,50004,Sharjah Cricket Stadium,20028,Royal Challengers Bangalore,50010,field,N,Kolkata Knight Riders,50004,Runs,2,No,CA Lynn,90116,Aleem Dar,60040,VA Kulkarni,60027
729297,Dubai,10012,4/23/2014,2014,30007,10,Rajasthan Royals,50001,Chennai Super Kings,50003,Dubai International Cricket Stadium,20007,Rajasthan Royals,50001,field,N,Chennai Super Kings,50003,Runs,7,No,RA Jadeja,90459,HDPK Dharmasena,60032,RK Illingworth,60021
729295,Sharjah,10030,4/22/2014,2014,30007,9,Punjab Kings,50009,Sunrisers Hyderabad,50006,Sharjah Cricket Stadium,20028,Sunrisers Hyderabad,50006,field,N,Punjab Kings,50009,Runs,72,No,GJ Maxwell,90197,M Erasmus,60015,S Ravi,60019
729293,Abu Dhabi,10001,4/21/2014,2014,30007,8,Chennai Super Kings,50003,Delhi Capitals,50008,Sheikh Zayed Stadium,20029,Chennai Super Kings,50003,bat,N,Chennai Super Kings,50003,Runs,93,No,SK Raina,90549,RK Illingworth,60021,C Shamshuddin,60022
729291,Sharjah,10030,4/20/2014,2014,30007,7,Rajasthan Royals,50001,Punjab Kings,50009,Sharjah Cricket Stadium,20028,Punjab Kings,50009,field,N,Punjab Kings,50009,Wickets,7,No,GJ Maxwell,90197,BF Bowden,60041,M Erasmus,60015
729289,Dubai,10012,4/19/2014,2014,30007,6,Kolkata Knight Riders,50004,Delhi Capitals,50008,Dubai International Cricket Stadium,20007,Kolkata Knight Riders,50004,bat,N,Delhi Capitals,50008,Wickets,4,No,JP Duminy,90256,Aleem Dar,60040,VA Kulkarni,60027
729287,Dubai,10012,4/19/2014,2014,30007,5,Royal Challengers Bangalore,50010,Mumbai Indians,50005,Dubai International Cricket Stadium,20007,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,7,No,PA Patel,90418,Aleem Dar,60040,AK Chaudhary,60004
729285,Abu Dhabi,10001,4/18/2014,2014,30007,4,Sunrisers Hyderabad,50006,Rajasthan Royals,50001,Sheikh Zayed Stadium,20029,Rajasthan Royals,50001,field,N,Rajasthan Royals,50001,Wickets,4,No,AM Rahane,90054,BF Bowden,60041,RK Illingworth,60021
729283,Abu Dhabi,10001,4/18/2014,2014,30007,3,Chennai Super Kings,50003,Punjab Kings,50009,Sheikh Zayed Stadium,20029,Chennai Super Kings,50003,bat,N,Punjab Kings,50009,Wickets,6,No,GJ Maxwell,90197,RK Illingworth,60021,C Shamshuddin,60022
729281,Sharjah,10030,4/17/2014,2014,30007,2,Delhi Capitals,50008,Royal Challengers Bangalore,50010,Sharjah Cricket Stadium,20028,Royal Challengers Bangalore,50010,field,N,Royal Challengers Bangalore,50010,Wickets,8,No,YS Chahal,90649,Aleem Dar,60040,S Ravi,60019
729279,Abu Dhabi,10001,4/16/2014,2014,30007,1,Mumbai Indians,50005,Kolkata Knight Riders,50004,Sheikh Zayed Stadium,20029,Kolkata Knight Riders,50004,bat,N,Kolkata Knight Riders,50004,Runs,41,No,JH Kallis,90244,M Erasmus,60015,RK Illingworth,60021
598073,Kolkata,10022,5/26/2013,2013,30006,Final,Chennai Super Kings,50003,Mumbai Indians,50005,Eden Gardens,20008,Mumbai Indians,50005,bat,N,Mumbai Indians,50005,Runs,23,No,KA Pollard,90272,HDPK Dharmasena,60032,SJA Taufel,60052
598072,Kolkata,10022,5/24/2013,2013,30006,Qualifier 2,Mumbai Indians,50005,Rajasthan Royals,50001,Eden Gardens,20008,Rajasthan Royals,50001,bat,N,Mumbai Indians,50005,Wickets,4,No,Harbhajan Singh,90203,C Shamshuddin,60022,SJA Taufel,60052
598071,Delhi,10010,5/22/2013,2013,30006,Eliminator,Rajasthan Royals,50001,Sunrisers Hyderabad,50006,Feroz Shah Kotla,20009,Sunrisers Hyderabad,50006,bat,N,Rajasthan Royals,50001,Wickets,4,No,BJ Hodge,90104,S Ravi,60019,RJ Tucker,60016
